,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
2493,1,USA hyper equipped,1,1,1,228,E,48,Gas,Yes,1150.0,70,No,Apartment ,114,No,As new,No,1220.0
2495,6,Hyper equipped,2,1,2,173,D,33,Gas,Yes,1575.0,0,No,Apartment ,107,No,As new,Yes,1575.0
2496,1,Hyper equipped,2,1,1,217,Not specified,46,Gas,No,1200.0,0,No,Apartment ,70,Unknown,Just renovated,Unknown,1200.0
2498,4,USA hyper equipped,2,1,1,39,Others,9,Gas,Yes,1300.0,79,No,Apartment ,89,No,As new,Yes,1379.0
2501,1,Hyper equipped,1,1,1,173,D,34,Gas,Yes,1100.0,50,No,Apartment ,87,No,Good,No,1150.0
2502,3,Installed,2,1,2,168,D,63,Gas,Yes,1250.0,150,No,Apartment ,90,No,As new,Yes,1400.0
2503,2,Installed,3,1,2,427,Others,92,Gas,Yes,1150.0,100,No,Duplex ,91,No,Good,Unknown,1250.0
2504,2,USA hyper equipped,2,2,2,64,B,13,Gas,Yes,1600.0,150,No,Apartment ,103,No,As new,Yes,1750.0
2505,3,Others,2,1,1,189,D,38,Gas,Yes,1200.0,200,No,Duplex ,92,No,Good,No,1400.0
2509,4,Hyper equipped,2,2,2,193,D,28,Gas,Yes,1825.0,150,No,Others,121,Unknown,Just renovated,Yes,1975.0
2512,6,Hyper equipped,2,1,1,159,Not specified,42,Gas,Yes,1500.0,150,No,Apartment ,101,Unknown,As new,Yes,1650.0
2513,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225.0,150,No,Apartment ,155,No,As new,Yes,2375.0
2514,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225.0,150,No,Apartment ,155,No,As new,Yes,2375.0
2515,1,Hyper equipped,2,1,1,228,E,45,Gas,Yes,1450.0,260,No,Apartment ,88,Yes,Good,Yes,1710.0
2516,2,USA hyper equipped,2,2,2,175,D,52,Gas,Yes,1650.0,300,No,Apartment ,93,No,Just renovated,Yes,1950.0
2517,0,Hyper equipped,3,2,2,244,E,52,Gas,Yes,2550.0,100,No,Others,130,No,As new,No,2650.0
2518,0,USA hyper equipped,3,2,3,244,E,52,Gas,Yes,2550.0,100,No,Others,137,No,Good,No,2650.0
2519,2,USA hyper equipped,3,1,2,254,E,49,Gas,Yes,1650.0,120,No,Apartment ,118,No,As new,Yes,1770.0
2520,1,Installed,2,1,2,183,Not specified,40,Gas,Yes,2050.0,50,No,Duplex ,135,Unknown,As new,No,2100.0
2521,1,Installed,1,1,1,250,E,61,Gas,Yes,990.0,40,No,Apartment ,52,No,Good,Unknown,1030.0
2523,1,USA hyper equipped,1,1,1,281,Not specified,61,Gas,Yes,990.0,125,No,Apartment ,65,No,As new,Yes,1115.0
2524,4,USA hyper equipped,3,2,1,173,Not specified,41,Gas,Yes,1900.0,250,No,Apartment ,150,No,As new,Yes,2150.0
2525,1,USA hyper equipped,3,2,1,67,B,14,Gas,Yes,1400.0,152,No,Apartment ,117,No,As new,Yes,1552.0
2526,0,USA hyper equipped,2,2,2,128,C,25,Gas,Yes,1950.0,150,No,Apartment ,146,No,As new,Yes,2100.0
2527,1,USA hyper equipped,1,1,1,127,C,31,Gas,Yes,1704.0,262,No,Apartment ,108,Yes,As new,Yes,1966.0
2528,0,Others,1,1,1,357,Not specified,85,Gas,Yes,700.0,160,No,Apartment ,40,Unknown,Good,Unknown,860.0
2530,1,Hyper equipped,1,1,1,165,D,32,Gas,Yes,1050.0,200,No,Apartment ,68,Yes,As new,Yes,1250.0
2532,1,Hyper equipped,4,2,2,114,C,15,Gas,Yes,1675.0,350,No,Apartment ,123,No,As new,Yes,2025.0
2533,3,Hyper equipped,2,2,2,116,C,23,Gas,Yes,1250.0,150,No,Apartment ,110,No,As new,Yes,1400.0
2535,0,Hyper equipped,3,1,1,101,C,18,Gas,Yes,1600.0,150,No,Apartment ,146,No,As new,Yes,1750.0
2537,5,USA hyper equipped,2,1,1,83,B,46,Gas,Yes,1200.0,150,No,Apartment ,95,Unknown,As new,Yes,1350.0
2538,3,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950.0,175,No,Duplex ,65,Unknown,Just renovated,Yes,1125.0
2540,1,Installed,2,1,1,146,C,29,Gas,Yes,1150.0,60,No,Apartment ,72,No,As new,Unknown,1210.0
2543,1,Hyper equipped,3,2,3,294,F,58,Gas,Yes,2250.0,0,No,Apartment ,170,No,Good,Yes,2250.0
2545,1,USA installed,1,1,2,159,Not specified,42,Gas,Yes,1500.0,0,No,Apartment ,100,Yes,Good,Yes,1500.0
2547,5,Installed,1,1,1,234,Not specified,49,Gas,Yes,1150.0,200,No,Apartment ,65,No,As new,Unknown,1350.0
2549,2,Installed,2,2,2,175,Not specified,35,Gas,No,1795.0,120,No,Apartment ,160,No,As new,Unknown,1915.0
2550,1,Installed,3,1,2,110,C,28,Gas,Yes,2000.0,230,No,Others,125,No,As new,Yes,2230.0
2552,6,Hyper equipped,3,1,1,159,Not specified,42,Gas,Yes,1500.0,250,No,Apartment ,110,Unknown,Good,Yes,1750.0
2553,2,Hyper equipped,2,1,1,251,E,50,Gas,Yes,1200.0,50,No,Apartment ,73,No,As new,No,1250.0
2554,6,Hyper equipped,3,1,1,205,Not specified,47,Gas,Yes,1850.0,350,No,Apartment ,130,No,Good,Yes,2200.0
2556,3,USA hyper equipped,3,2,1,214,Not specified,12,Gas,Yes,1400.0,150,No,Apartment ,108,No,Good,Yes,1550.0
2557,6,USA hyper equipped,3,1,1,314,F,67,Gas,Yes,1950.0,350,No,Apartment ,149,Yes,As new,Yes,2300.0
2558,0,Installed,2,2,1,341,F,42,Gas,Yes,1500.0,0,No,Apartment ,125,Yes,As new,Yes,1500.0
2559,2,USA installed,4,2,2,44,Others,53,Gas,Yes,2400.0,0,No,Duplex ,125,No,As new,No,2400.0
2560,1,Hyper equipped,2,1,2,208,D,44,Gas,Yes,1400.0,0,No,Apartment ,118,No,As new,Yes,1400.0
2566,0,Installed,3,1,1,204,Not specified,44,Gas,No,1650.0,125,No,Apartment ,120,No,As new,Unknown,1775.0
2567,1,Others,2,1,1,223,E,44,Gas,Yes,900.0,25,No,Apartment ,89,No,Good,Unknown,925.0
2568,3,Installed,1,1,1,124,C,25,Gas,Yes,800.0,175,No,Apartment ,55,Yes,As new,Yes,975.0
2569,0,USA hyper equipped,3,2,2,167,D,33,Gas,Yes,2400.0,170,No,Others,135,No,As new,Yes,2570.0
2572,2,Hyper equipped,1,1,1,169,D,35,Gas,Yes,925.0,85,No,Apartment ,85,No,As new,No,1010.0
2573,2,USA hyper equipped,2,1,1,141,C,41,Gas,Yes,1400.0,250,No,Apartment ,95,No,As new,Yes,1650.0
2576,2,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100.0,0,No,Others,34,Yes,As new,Yes,1100.0
2577,4,Hyper equipped,1,1,1,411,Not specified,92,Gas,Yes,975.0,150,No,Apartment ,60,No,Just renovated,Unknown,1125.0
2579,3,Hyper equipped,2,1,2,199,D,51,Gas,Yes,1600.0,80,No,Apartment ,115,No,Just renovated,Yes,1680.0
2582,0,Installed,2,1,2,111,C,23,Gas,Yes,1550.0,150,No,Apartment ,99,No,As new,Yes,1700.0
2584,2,Installed,3,1,1,290,F,46,Others,Yes,1200.0,80,No,Apartment ,90,No,As new,Unknown,1280.0
2585,2,Others,1,1,1,277,Not specified,61,Gas,Yes,750.0,50,No,Apartment ,46,Unknown,Good,Unknown,800.0
2586,3,Hyper equipped,2,2,1,66,B,38,Gas,Yes,1450.0,0,No,Apartment ,84,Unknown,As new,Unknown,1450.0
2587,2,Hyper equipped,1,1,1,269,E,54,Gas,Yes,1950.0,200,No,Apartment ,75,Yes,As new,Yes,2150.0
2589,1,USA hyper equipped,2,1,2,114,C,24,Gas,Yes,1250.0,130,No,Apartment ,118,No,As new,Yes,1380.0
2590,2,Hyper equipped,3,2,3,137,C,27,Gas,Yes,2400.0,200,No,Duplex ,210,Yes,As new,Yes,2600.0
2592,4,Hyper equipped,3,1,1,159,Not specified,42,Gas,Yes,1500.0,320,No,Apartment ,125,No,Good,Yes,1820.0
2593,3,Hyper equipped,2,2,2,177,D,37,Gas,Yes,1850.0,150,No,Duplex ,125,No,As new,Yes,2000.0
2594,0,Hyper equipped,3,1,2,242,E,48,Gas,Yes,2200.0,0,No,Others,164,No,Good,Unknown,2200.0
2595,4,Installed,3,1,2,165,D,42,Gas,Yes,1500.0,250,No,Apartment ,123,No,Good,Yes,1750.0
2601,3,Hyper equipped,2,1,2,137,Not specified,34,Gas,Yes,1475.0,50,No,Others,120,No,As new,No,1525.0
2602,3,Installed,3,1,1,222,E,65,Gas,Yes,1650.0,250,No,Apartment ,120,No,Good,Yes,1900.0
2603,3,USA hyper equipped,2,1,1,152,D,38,Others,Yes,1300.0,200,No,Apartment ,96,No,Just renovated,Yes,1500.0
2604,3,USA hyper equipped,2,1,1,200,D,51,Others,Yes,1300.0,200,No,Apartment ,95,No,Just renovated,Yes,1500.0
2606,0,USA hyper equipped,2,1,1,63,B,13,Gas,Yes,1700.0,150,No,Apartment ,95,Yes,As new,Yes,1850.0
2608,2,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950.0,250,No,Apartment ,65,No,As new,Unknown,1200.0
2609,1,Others,2,1,1,159,D,31,Gas,Yes,900.0,180,No,Apartment ,80,Unknown,As new,Yes,1080.0
2610,0,Hyper equipped,3,2,2,173,D,53,Gas,Yes,2400.0,170,No,Apartment ,135,No,As new,Yes,2570.0
2611,0,Hyper equipped,3,2,3,152,D,47,Gas,Yes,1850.0,250,No,Apartment ,150,No,Just renovated,Yes,2100.0
2612,5,USA hyper equipped,2,1,1,250,E,50,Gas,Yes,1050.0,110,No,Apartment ,80,No,As new,Yes,1160.0
2613,4,Hyper equipped,1,1,1,155,D,33,Gas,Yes,1125.0,275,No,Others,48,Yes,As new,Yes,1400.0
2614,0,Hyper equipped,2,1,3,214,E,42,Gas,Yes,1700.0,435,No,Others,144,No,As new,Unknown,2135.0
2617,2,USA installed,2,1,1,247,Not specified,63,Gas,No,1250.0,130,No,Apartment ,85,Unknown,Good,Yes,1380.0
2618,5,Hyper equipped,2,1,1,164,D,35,Gas,Yes,1200.0,200,No,Apartment ,85,Yes,Good,Yes,1400.0
2621,2,Installed,2,1,2,214,Not specified,49,Gas,Yes,1400.0,0,No,Apartment ,130,Unknown,As new,No,1400.0
2623,3,Hyper equipped,3,1,2,236,E,69,Gas,Yes,1550.0,250,No,Apartment ,145,No,Good,Yes,1800.0
2625,3,USA hyper equipped,2,1,2,161,D,34,Gas,Yes,1800.0,100,No,Others,96,No,As new,Yes,1900.0
2626,1,Installed,3,1,3,116,C,21,Gas,Yes,2800.0,0,No,Apartment ,145,No,Just renovated,Unknown,2800.0
2627,0,Hyper equipped,3,2,1,201,D,15,Gas,Yes,1595.0,350,No,Others,120,No,Good,Unknown,1945.0
2628,0,Hyper equipped,4,1,2,248,E,53,Gas,Yes,2100.0,300,No,Duplex ,190,No,Just renovated,Unknown,2400.0
2631,6,Hyper equipped,2,2,2,240,E,48,Gas,Yes,1500.0,250,No,Apartment ,110,Yes,Good,Yes,1750.0
2633,3,Hyper equipped,2,1,2,211,D,38,Gas,Yes,1450.0,250,No,Apartment ,125,No,Good,Yes,1700.0
2634,2,USA hyper equipped,1,1,1,207,D,37,Gas,Yes,1200.0,60,No,Apartment ,74,No,Just renovated,No,1260.0
2640,6,USA hyper equipped,2,1,2,84,B,17,Gas,Yes,1600.0,120,No,Apartment ,88,No,As new,Yes,1720.0
2644,0,Installed,1,1,1,197,Not specified,44,Gas,Yes,790.0,25,No,Apartment ,74,No,As new,Unknown,815.0
2646,1,Hyper equipped,3,1,2,240,E,38,Others,Yes,1450.0,150,No,Apartment ,110,No,As new,Yes,1600.0
2648,4,Hyper equipped,2,2,1,159,Not specified,42,Gas,Yes,1500.0,0,No,Apartment ,135,No,As new,Unknown,1500.0
2649,0,Hyper equipped,4,2,3,183,D,36,Gas,Yes,2600.0,0,No,Others,190,No,As new,No,2600.0
2650,4,Hyper equipped,2,1,2,168,D,33,Gas,Yes,1450.0,250,No,Apartment ,90,No,Good,Yes,1700.0
2651,1,USA hyper equipped,2,1,1,220,Not specified,47,Gas,Yes,1300.0,90,No,Apartment ,70,Yes,As new,Yes,1390.0
2652,2,Installed,1,1,1,263,Not specified,50,Gas,Yes,900.0,200,No,Apartment ,50,Yes,As new,Unknown,1100.0
2655,1,Hyper equipped,2,1,1,200,Not specified,42,Gas,Yes,1800.0,300,No,Apartment ,85,Yes,As new,Unknown,2100.0
2657,2,Hyper equipped,3,1,1,220,Not specified,47,Gas,Yes,1300.0,250,No,Apartment ,120,No,As new,Yes,1550.0
2659,2,Hyper equipped,2,1,1,99,C,19,Gas,Yes,1490.0,150,No,Apartment ,121,No,As new,Yes,1640.0
2662,2,Others,3,2,1,39,Others,36,Gas,Yes,1290.0,180,No,Apartment ,108,No,As new,Unknown,1470.0
2663,0,Hyper equipped,2,2,2,214,E,46,Gas,Yes,2150.0,150,No,Others,130,No,As new,Yes,2300.0
2664,0,Hyper equipped,2,2,2,214,E,46,Gas,Yes,2150.0,150,No,Others,130,No,As new,Yes,2300.0
2665,3,Others,2,1,1,204,D,41,Gas,Yes,675.0,135,No,Others,56,No,Good,Yes,810.0
2668,3,Hyper equipped,3,3,3,206,D,43,Gas,Yes,2400.0,150,No,Others,180,No,As new,Yes,2550.0
2669,3,Hyper equipped,3,3,3,206,D,43,Gas,Yes,2400.0,150,No,Duplex ,180,No,As new,Yes,2550.0
2672,1,USA installed,2,1,1,234,Not specified,49,Gas,Yes,1150.0,0,No,Others,90,No,Just renovated,No,1150.0
2673,4,Installed,2,1,1,51,B,11,Gas,Yes,1150.0,0,No,Apartment ,65,No,As new,Yes,1150.0
2677,1,USA hyper equipped,3,2,3,124,C,26,Gas,Yes,2600.0,200,No,Apartment ,210,No,As new,Yes,2800.0
2678,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225.0,150,No,Apartment ,125,No,Good,Yes,2375.0
2679,4,Hyper equipped,2,1,2,155,D,42,Gas,Yes,1500.0,150,No,Apartment ,135,No,Good,Yes,1650.0
2680,0,USA hyper equipped,2,1,2,170,D,36,Gas,Yes,1550.0,130,No,Others,90,No,Just renovated,Yes,1680.0
2683,0,Hyper equipped,2,1,2,185,D,39,Gas,Yes,1750.0,250,No,Duplex ,155,No,Just renovated,No,2000.0
2685,0,Hyper equipped,2,1,2,185,D,39,Gas,Yes,1800.0,250,No,Duplex ,155,No,Just renovated,No,2050.0
2687,2,Hyper equipped,2,2,1,282,F,44,Others,Yes,1650.0,300,No,Apartment ,114,No,As new,Yes,1950.0
2691,5,Installed,2,2,1,86,B,19,Gas,Yes,1500.0,175,No,Apartment ,90,Yes,As new,Yes,1675.0
2694,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2300.0,300,No,Others,172,No,As new,Yes,2600.0
2698,0,Hyper equipped,1,1,1,227,Not specified,52,Others,Yes,1600.0,300,No,Apartment ,54,Yes,Just renovated,Unknown,1900.0
2700,1,Hyper equipped,2,1,1,77,B,52,Gas,Yes,1600.0,0,No,Apartment ,117,No,Good,Yes,1600.0
2702,3,USA hyper equipped,1,1,1,57,B,57,Gas,Yes,1100.0,100,No,Apartment ,57,Yes,Good,Yes,1200.0
2703,0,USA hyper equipped,1,1,1,14,Others,14,Gas,Yes,1280.0,100,No,Apartment ,57,Yes,Good,Yes,1380.0
2704,3,USA hyper equipped,2,1,1,14,Others,14,Gas,Yes,1650.0,125,No,Apartment ,75,Yes,Good,Yes,1775.0
2705,6,USA hyper equipped,1,1,1,14,Others,14,Gas,Yes,1300.0,175,No,Apartment ,57,Yes,Good,Yes,1475.0
2706,6,USA hyper equipped,3,2,2,14,Others,14,Gas,Yes,2200.0,250,No,Apartment ,85,Yes,Good,Yes,2450.0
2707,2,Others,2,1,1,182,D,38,Gas,Yes,1450.0,220,No,Apartment ,102,No,Just renovated,Yes,1670.0
2708,4,Hyper equipped,4,2,2,145,C,42,Gas,Yes,2350.0,350,No,Others,170,No,As new,Yes,2700.0
2709,2,USA hyper equipped,2,2,2,287,F,57,Gas,No,1795.0,120,No,Others,160,Unknown,As new,Yes,1915.0
2710,2,Hyper equipped,2,1,1,217,Not specified,46,Gas,No,1200.0,0,No,Duplex ,100,Unknown,As new,Unknown,1200.0
2711,1,Hyper equipped,1,1,1,217,Not specified,46,Gas,Yes,1200.0,100,No,Others,106,Unknown,As new,Yes,1300.0
2713,0,Hyper equipped,1,1,1,132,C,51,Gas,No,845.0,0,No,Apartment ,45,Unknown,As new,No,845.0
2714,3,USA hyper equipped,1,1,1,204,D,37,Gas,Yes,1200.0,60,No,Apartment ,74,No,Just renovated,No,1260.0
2715,4,Others,1,1,1,204,D,37,Gas,Yes,1100.0,60,No,Apartment ,72,No,Just renovated,No,1160.0
2716,1,USA hyper equipped,1,1,1,204,D,37,Gas,Yes,1500.0,60,No,Duplex ,79,No,Just renovated,Unknown,1560.0
2720,4,Hyper equipped,2,1,1,83,B,18,Gas,Yes,1265.0,0,No,Apartment ,95,No,As new,Yes,1265.0
2721,0,Hyper equipped,2,1,1,250,E,54,Gas,Yes,1500.0,400,No,Others,50,Yes,As new,Yes,1900.0
2722,2,USA hyper equipped,2,1,2,140,C,29,Gas,Yes,1890.0,225,No,Apartment ,100,Yes,As new,Yes,2115.0
2723,1,Installed,2,2,1,184,D,23,Gas,Yes,2250.0,100,No,Apartment ,126,No,Just renovated,Yes,2350.0
2724,3,USA hyper equipped,2,2,2,162,D,33,Gas,Yes,2000.0,0,No,Apartment ,135,No,Good,Yes,2000.0
2725,4,Hyper equipped,1,1,1,260,E,51,Gas,Yes,1600.0,250,No,Others,62,Yes,As new,Yes,1850.0
2726,1,Others,1,1,1,39,Others,78,Gas,Yes,920.0,130,No,Apartment ,81,No,As new,Yes,1050.0
2727,2,Hyper equipped,2,1,2,214,Not specified,49,Gas,Yes,1400.0,200,No,Apartment ,130,No,As new,No,1600.0
2728,1,USA hyper equipped,3,2,2,310,F,49,Others,Yes,1850.0,350,No,Apartment ,126,No,As new,Yes,2200.0
2729,2,USA hyper equipped,2,3,2,96,B,22,Gas,Yes,1800.0,50,No,Apartment ,130,No,Just renovated,No,1850.0
2730,3,Hyper equipped,1,1,1,242,E,63,Gas,No,780.0,175,No,Others,60,No,Good,Unknown,955.0
2732,5,Installed,2,1,1,105,C,20,Gas,Yes,1250.0,150,No,Apartment ,96,Yes,Good,Yes,1400.0
2733,1,USA hyper equipped,2,1,1,130,C,40,Gas,Yes,1290.0,210,No,Apartment ,100,No,As new,Yes,1500.0
2734,1,Hyper equipped,2,1,1,154,D,39,Gas,Yes,1200.0,250,No,Apartment ,98,No,Just renovated,Yes,1450.0
2735,6,Hyper equipped,2,1,2,219,E,43,Gas,Yes,1400.0,285,No,Apartment ,100,No,As new,Yes,1685.0
2736,2,USA hyper equipped,1,1,1,217,E,46,Gas,Yes,1220.0,220,No,Apartment ,71,Yes,Good,Yes,1440.0
2738,1,Hyper equipped,1,1,1,223,E,44,Gas,Yes,875.0,80,No,Apartment ,89,No,Good,No,955.0
2745,1,Installed,3,1,2,110,C,28,Gas,Yes,2000.0,230,No,Apartment ,125,No,As new,Yes,2230.0
2746,0,Others,1,1,1,296,F,57,Gas,Yes,850.0,0,No,Others,73,No,As new,Unknown,850.0
2747,0,Hyper equipped,4,1,2,298,F,59,Gas,Yes,2650.0,50,No,Others,202,Unknown,As new,Unknown,2700.0
2748,3,Installed,2,1,1,219,E,43,Gas,Yes,845.0,250,No,Apartment ,87,No,Good,Yes,1095.0
2750,2,Installed,1,1,2,109,C,21,Gas,Yes,1100.0,200,No,Apartment ,90,No,Good,Yes,1300.0
2751,1,Hyper equipped,2,1,1,232,E,47,Gas,Yes,1800.0,250,No,Apartment ,85,Yes,As new,Unknown,2050.0
2755,3,Others,1,1,1,381,Not specified,73,Gas,No,890.0,125,No,Apartment ,70,Unknown,Good,Unknown,1015.0
2756,1,USA hyper equipped,2,2,2,203,Not specified,60,Gas,Yes,2250.0,100,No,Duplex ,130,No,As new,Yes,2350.0
2758,2,Hyper equipped,3,2,3,96,B,22,Gas,Yes,1750.0,350,No,Apartment ,150,No,Good,Yes,2100.0
2760,0,Others,1,1,1,205,D,53,Others,Yes,990.0,100,No,Apartment ,45,No,Good,Yes,1090.0
2763,3,Installed,2,2,2,318,F,50,Others,Yes,1150.0,200,No,Duplex ,125,No,Good,Yes,1350.0
2764,5,Hyper equipped,1,1,1,248,Not specified,52,Gas,Yes,865.0,35,No,Apartment ,75,Unknown,As new,Unknown,900.0
2765,1,Hyper equipped,3,1,1,227,Not specified,55,Gas,Yes,1950.0,150,No,Duplex ,140,No,As new,Yes,2100.0
2768,2,Hyper equipped,2,1,1,182,D,39,Gas,Yes,1550.0,200,No,Apartment ,120,Yes,Just renovated,Yes,1750.0
2769,2,Hyper equipped,3,2,2,137,C,27,Gas,Yes,1850.0,0,No,Duplex ,160,No,As new,Unknown,1850.0
2771,0,USA hyper equipped,3,1,1,115,C,24,Gas,Yes,1900.0,300,No,Others,110,Yes,As new,Yes,2200.0
2772,2,Installed,3,1,2,162,D,40,Gas,Yes,1750.0,0,No,Apartment ,120,No,Good,Unknown,1750.0
2773,3,USA hyper equipped,3,1,1,98,Not specified,31,Others,Yes,1590.0,240,No,Apartment ,150,Unknown,Good,No,1830.0
2777,5,Hyper equipped,1,1,1,445,Others,70,Gas,No,1250.0,75,No,Apartment ,55,Yes,As new,Unknown,1325.0
2780,2,Hyper equipped,3,2,2,221,Not specified,48,Gas,Yes,2200.0,0,No,Apartment ,150,No,As new,Yes,2200.0
2781,2,USA installed,1,1,1,161,D,30,Gas,No,835.0,145,No,Apartment ,67,Unknown,Good,Yes,980.0
2783,2,Hyper equipped,2,2,1,229,E,45,Gas,Yes,1300.0,0,No,Others,150,No,As new,Yes,1300.0
2784,1,Hyper equipped,3,2,1,141,C,28,Gas,Yes,1750.0,200,No,Apartment ,135,Yes,As new,Yes,1950.0
2785,2,Installed,2,1,1,155,D,33,Gas,Yes,1000.0,200,No,Apartment ,87,No,Good,Yes,1200.0
2786,5,Hyper equipped,1,1,1,445,Others,70,Gas,No,1250.0,75,No,Apartment ,55,Yes,As new,Unknown,1325.0
2787,0,Installed,3,2,2,162,D,32,Gas,Yes,1300.0,120,No,Duplex ,135,No,Good,Yes,1420.0
2788,4,Hyper equipped,2,1,2,116,C,44,Gas,Yes,1650.0,160,No,Apartment ,140,No,As new,Yes,1810.0
2789,1,Hyper equipped,2,1,2,120,C,42,Gas,Yes,1500.0,0,No,Apartment ,95,No,As new,Yes,1500.0
2790,3,USA hyper equipped,3,3,2,103,C,20,Gas,Yes,1850.0,300,No,Others,125,No,As new,Yes,2150.0
2792,4,USA hyper equipped,2,1,1,65,Not specified,18,Gas,Yes,1265.0,270,No,Apartment ,95,No,As new,Yes,1535.0
2795,0,Hyper equipped,5,2,3,187,D,37,Gas,Yes,2200.0,0,No,Others,143,No,As new,No,2200.0
2796,2,Installed,1,1,1,85,B,79,Gas,Yes,800.0,0,No,Apartment ,56,No,As new,Unknown,800.0
2800,0,USA hyper equipped,2,1,2,184,D,36,Gas,Yes,2250.0,100,No,Apartment ,125,No,As new,Yes,2350.0
2802,1,Hyper equipped,2,1,2,161,D,32,Gas,Yes,1800.0,300,No,Apartment ,120,No,As new,Yes,2100.0
2805,1,Hyper equipped,2,1,2,249,E,39,Gas,Yes,1350.0,350,No,Apartment ,160,No,Good,Yes,1700.0
2810,0,USA installed,3,1,3,148,C,32,Gas,Yes,2250.0,0,No,Others,185,Unknown,As new,No,2250.0
2811,4,Installed,2,1,1,126,C,50,Gas,Yes,1050.0,85,No,Apartment ,90,No,As new,Yes,1135.0
2812,0,USA hyper equipped,2,2,2,200,Not specified,42,Gas,Yes,1800.0,50,No,Others,130,No,Good,No,1850.0
2813,0,USA hyper equipped,2,1,1,82,B,19,Gas,Yes,915.0,300,No,Apartment ,96,No,Just renovated,Unknown,1215.0
2816,4,Hyper equipped,2,1,1,229,E,46,Gas,No,1100.0,200,No,Apartment ,85,No,As new,Unknown,1300.0
2818,3,USA hyper equipped,3,3,3,182,D,36,Gas,Yes,1800.0,120,No,Apartment ,92,No,As new,Yes,1920.0
2819,5,USA installed,1,1,1,166,D,35,Gas,Yes,1800.0,350,No,Apartment ,76,Yes,As new,Yes,2150.0
2820,1,Hyper equipped,3,1,2,300,F,60,Gas,Yes,2250.0,130,No,Apartment ,175,No,As new,Yes,2380.0
2821,4,Hyper equipped,3,2,2,117,C,44,Gas,Yes,1650.0,75,No,Duplex ,143,Unknown,As new,Yes,1725.0
2823,2,Hyper equipped,2,1,1,219,E,43,Gas,Yes,1800.0,160,No,Apartment ,166,No,Good,Yes,1960.0
2827,1,Hyper equipped,2,2,2,294,F,58,Gas,Yes,2250.0,130,No,Apartment ,175,No,Good,Yes,2380.0
2828,1,Hyper equipped,2,2,2,294,F,58,Gas,Yes,2250.0,130,No,Apartment ,175,No,Good,Yes,2380.0
2831,3,USA hyper equipped,2,2,2,57,B,12,Gas,Yes,1700.0,150,No,Apartment ,100,No,As new,Yes,1850.0
2832,4,Hyper equipped,2,1,1,354,Others,71,Gas,Yes,1640.0,190,No,Apartment ,84,No,Just renovated,Yes,1830.0
2833,1,Hyper equipped,3,1,3,39,Others,49,Gas,Yes,1850.0,350,No,Apartment ,125,No,Good,Yes,2200.0
2834,3,USA hyper equipped,2,1,1,318,F,64,Gas,Yes,1400.0,100,No,Apartment ,95,No,As new,No,1500.0
2836,1,Hyper equipped,3,2,2,205,D,53,Others,Yes,1700.0,275,No,Apartment ,130,No,Good,Yes,1975.0
2837,1,Hyper equipped,2,1,1,227,Not specified,52,Gas,No,1600.0,80,No,Apartment ,90,Yes,As new,Unknown,1680.0
2838,3,Installed,2,1,1,217,Not specified,46,Gas,Yes,1200.0,0,No,Apartment ,90,No,Good,Yes,1200.0
2839,2,USA hyper equipped,1,1,1,284,F,45,Others,Yes,760.0,50,No,Apartment ,45,Yes,As new,Yes,810.0
2841,4,Hyper equipped,2,1,1,208,D,55,Gas,Yes,1330.0,280,No,Apartment ,100,No,As new,Yes,1610.0
2843,3,Hyper equipped,4,2,3,209,D,61,Gas,Yes,2590.0,200,No,Apartment ,200,Unknown,As new,Yes,2790.0
2846,1,USA installed,2,1,1,248,Not specified,52,Gas,Yes,1705.0,217,No,Apartment ,90,No,As new,Yes,1922.0
2847,3,USA installed,2,1,2,248,Not specified,52,Gas,Yes,1870.0,245,No,Apartment ,101,No,As new,Yes,2115.0
2848,2,Hyper equipped,2,1,1,132,C,26,Gas,Yes,2425.0,400,No,Apartment ,94,Yes,As new,Unknown,2825.0
2851,1,Hyper equipped,3,2,2,294,F,60,Gas,Yes,2250.0,130,No,Apartment ,168,No,Just renovated,Yes,2380.0
2853,1,Hyper equipped,1,1,1,306,F,61,Gas,Yes,950.0,180,No,Apartment ,65,Yes,As new,Unknown,1130.0
2859,1,Hyper equipped,1,1,1,111,C,50,Gas,Yes,900.0,20,No,Apartment ,45,No,As new,Yes,920.0
2860,1,Hyper equipped,1,1,1,248,Not specified,52,Gas,Yes,1310.0,0,No,Apartment ,38,No,As new,Unknown,1310.0
2863,0,Others,1,1,2,282,F,56,Gas,Yes,1250.0,220,No,Others,90,No,As new,Yes,1470.0
2865,2,Hyper equipped,2,1,1,266,E,57,Gas,Yes,840.0,160,No,Apartment ,70,Unknown,As new,Unknown,1000.0
